O__3__5007A	N__2__6584A	H__1__6563A	oxygen
9.95396438449e59	5.86953013258e57	4.72817411955e59	-3.4
1.47033955206e57	1.54257386018e57	1.5092669291e58	-3.3
1.07009995033e59	3.21636384965e57	7.75864247707e58	-3.6
4.6350213505e58	1.95444889081e57	1.27825354825e59	-4.9
5.25170810576e58	1.12001094358e59	3.9516449008e59	-3.1
5.13805315427e59	3.21618083603e58	2.79258518014e59	-4.2
1.02709750804e60	8.94937297543e57	7.14781538452e59	-3.2
3.67285051836e55	5.69556162938e56	4.8820215026e57	-4.7
1.55960925853e57	4.84045922563e56	1.52169558311e58	-4.5
1.3577624004e56	1.18334760025e57	8.72408049559e57	-4.9
8.09452567374e58	6.49992341141e58	7.8363422764e58	-3.6
8.4070395147e57	3.04368750183e58	2.64929241131e58	-3.5
9.4752302407e57	2.1791497121e58	1.46580581349e59	-3
1.20573284098e56	2.40545949447e57	4.7554885112e57	-3.5
1.01301466388e58	9.83852519164e57	2.60795196328e58	-4.2
3.13002821006e57	1.15990246911e58	1.48554144914e58	-3.6
3.48540392118e57	4.06752250195e58	2.71164587187e58	-3.4
4.15724266527e59	2.88122440718e56	4.97924353268e59	-4.8
1.0890774803e59	3.59027200419e57	7.58642096189e58	-3.9
4.28739199973e59	2.42326081631e57	1.9492073806e59	-3.9
2.17435589285e58	5.62470284241e57	7.89097798055e58	-4.9
3.30274201829e57	5.47565285217e57	1.47897113356e58	-4
1.8916653777e56	8.72706960095e57	8.65482573539e57	-3.3
3.24916996884e59	4.01063955149e57	2.78222901139e59	-4.5
4.49336046283e59	3.88414844307e57	1.97666951574e59	-3.8
8.16220710299e55	1.02275442899e56	4.82196012685e57	-4.3
4.65605441379e58	8.25275618297e56	1.27950611801e59	-4.9
2.0516215447e56	1.38125623695e57	8.66631010349e57	-4.7
3.02034106406e57	1.95481836014e57	1.4876083175e58	-4.1
1.5219700517e59	2.22175331832e58	2.27890940664e59	-3.2
1.19514677644e60	1.09043091355e57	5.08256199271e59	-4.2
3.81517687919e59	3.47617076487e58	1.92900029706e59	-4
3.97968385843e58	2.15852796933e58	4.47540836148e58	-3.9
6.08564771537e59	3.87309108155e57	3.81027180167e59	-4.4
1.08068722464e59	1.46971707966e57	1.95452465393e59	-4.8
5.97462298905e58	7.37749007733e56	7.6862087825e58	-4.4
4.70679207509e59	2.22058044881e57	1.97014554004e59	-3.8
7.33272421267e59	2.5544304321e57	2.89250286922e59	-3.9
1.94113089306e56	8.80170188878e56	8.62787272498e57	-3.2
7.98561569744e59	7.38716721703e57	2.93836051029e59	-3.8
4.2550837484e59	7.08730586163e57	2.05205713057e59	-3.6
4.1589886236e59	6.601109929e58	1.9856224756e59	-3.8
6.35742893889e59	5.20114837023e56	3.79028896264e59	-4.4
7.18701589667e56	7.95376701652e56	8.41781734069e57	-4
2.2946899736e58	6.25810643473e57	4.55014803046e58	-4.4
1.00459076503e60	2.10535695926e58	7.17669949922e59	-3.2
9.65036853951e55	3.95274232007e56	4.79444325173e57	-4.2
1.76698850312e57	2.6029173714e58	2.75334783504e58	-3.2
3.3470936477e57	1.43447139833e57	1.48664146678e58	-3.5
1.05812377549e59	2.2443702655e58	5.77678353252e59	-3
1.41640245037e60	2.88726093442e58	5.358583622e59	-4
1.55303072116e60	2.96679194989e57	5.26065962801e59	-4
8.70572397508e59	2.68471303764e58	5.19787266733e59	-4.3
1.07120302061e59	1.53593696558e58	7.68931517291e58	-3.7
1.27514369893e59	5.78384086763e57	1.93577850002e59	-4.7
1.78101993434e57	7.78343810153e57	1.50378970313e58	-4.4
6.45784415007e59	4.84457129886e58	2.85253878683e59	-4
4.16761293041e59	3.10117085078e58	3.41953818285e59	-3.3
3.96209596936e59	1.35885224038e59	3.39034844929e59	-3.4
3.74584666229e57	4.34659953651e58	2.70601664756e58	-3.4
1.05833067894e58	1.72161806347e58	1.4611694558e59	-3
1.43459382168e59	9.94049951771e57	1.23437203027e59	-4.3
4.39318722702e58	1.33515311067e59	9.28300726938e59	-3
9.95544212296e59	2.08104007797e58	7.17544345548e59	-3.2
1.51144088595e59	6.90261959559e56	2.83621736755e59	-4.9
6.70757567279e56	6.84367079465e57	8.40819092761e57	-3.6
2.35506511186e59	2.43011511782e58	1.9137290607e59	-4.3
8.59914047234e59	2.28978894728e58	3.96264120513e59	-4.1
2.7440853181e58	4.35176410134e58	4.46361103366e58	-4.1
9.6499950548e55	1.24991817764e56	4.79426214348e57	-4.2
1.06604249281e58	1.53569378269e58	2.58896890703e58	-4.1
2.81073125228e56	2.00179256201e57	8.55931664e57	-3.3
6.71913717539e55	3.47521023403e56	4.83766236575e57	-4.4
2.35649517618e59	1.77619301601e57	1.26963196683e59	-3.7
8.97944355965e58	8.34121122211e57	7.8632182621e58	-3.5
1.39361372618e56	2.97355985309e57	4.73187705296e57	-3.6
2.2188019514e58	2.58894408347e58	4.5243486758e58	-4.4
1.23520637473e58	1.64554043996e57	2.60568825021e58	-4.1
5.69530869485e57	4.12788417766e57	2.6661313119e58	-3.3
3.51395146366e59	1.9852526371e57	3.82674574904e59	-4.7
1.12130236935e58	1.57007651415e58	2.59230161611e58	-4.1
4.00752421302e59	1.59284268341e57	2.77215142415e59	-4.4
4.55730797534e55	4.01838645262e55	4.87600067395e57	-4.6
1.89797417877e60	2.23578754524e58	5.7227401992e59	-3.7
1.33449259445e56	1.04526181562e56	4.75471081409e57	-4
5.98209048816e59	5.36703179874e57	2.81367694103e59	-4.1
1.20764578671e58	7.6850887351e57	4.7338587561e58	-3.2
9.12232864873e58	5.82783246281e56	7.56713457793e58	-4.1
4.15403289707e59	9.10854916629e56	4.979430821e59	-4.8
5.49045056773e59	2.22524806808e58	3.29407794841e59	-3.4
1.28668649749e58	9.2582729958e56	2.61734805358e58	-3.5
1.56942919556e59	2.28576640487e58	1.9233982711e59	-4.6
1.1200884626e59	8.35897409865e57	1.36117493658e59	-3.3
8.02691012868e56	2.24153845273e56	8.38177234874e57	-3.9
7.34807886328e55	3.04673792145e57	4.77439697106e57	-4.3
1.41037746357e59	9.09252982554e58	2.26761679369e59	-3.3
4.74968052947e58	9.99886882353e56	4.50204704967e58	-3.7
8.19598298391e56	3.02365379487e56	8.38853448334e57	-3.9
1.47878663715e58	2.65131853074e57	2.60194245843e58	-3.6
1.41684270269e54	2.36041342639e57	5.20660757619e57	-3
1.262916847e59	3.21378828355e57	5.72003880651e59	-3
7.41139036138e59	5.33378702914e58	2.9586334606e59	-3.8
5.76613063677e58	1.38178874173e57	1.27428806049e59	-4.8
8.41325007115e58	1.61570605097e58	1.2522247674e59	-4.6
4.28772070922e59	3.36066172334e58	2.01565012066e59	-3.7
1.77013029906e58	3.05179093432e58	6.04493292728e59	-2.9
3.79731838668e58	2.11953555595e57	4.49270120411e58	-4.1
1.77193684123e59	4.8208139844e57	2.81758655275e59	-4.8
1.01578156198e59	1.31667366346e58	7.77056161879e58	-3.6
3.91797895361e59	3.11528247901e58	1.96015339318e59	-3.9
4.14295635893e59	1.8466103245e58	3.8173518694e59	-4.6
1.56670110159e57	6.46797492628e56	1.52257265096e58	-4.5
9.79735586803e59	2.43360064049e57	4.72911363536e59	-3.4
6.53416963269e59	7.14890420251e58	5.02812169249e59	-3.3
1.85215178357e58	4.15540185214e57	8.33986489946e58	-3.1
1.00754246744e60	2.74218942851e58	5.03820862465e59	-4.3
9.42524994197e58	3.36023530344e58	7.59972930537e58	-3.9
7.28100615609e56	5.03844690589e57	8.36612106192e57	-3.9
5.2315394667e56	1.69013657209e57	8.48495276205e57	-4.2
1.86933140043e59	6.49604248321e56	2.82597525249e59	-4.8
1.94885013309e59	3.59560104053e57	3.67603068728e59	-3.1
9.1524277922e55	3.65760988317e56	4.7727118127e57	-3.4
1.3561332133e55	3.70940679414e57	1.65205610543e58	-2.9
6.76983728059e59	4.00602416641e57	7.60117052736e59	-3.1
2.27411822288e57	3.14654602907e56	1.50759498974e58	-4.3
3.77574385121e55	8.57210165762e57	4.89145342119e57	-3.4
6.72875445084e57	2.17532208841e57	2.46192280886e59	-2.9
1.51425099461e59	1.05553026039e58	1.33551299395e59	-3.4
1.27013291568e60	2.67519183317e58	6.79963911916e59	-3.3
2.7880308186e59	1.90140683041e57	1.90496658689e59	-4.3
1.94073614805e55	2.32835506419e56	4.9428452706e57	-3.1
3.57874991053e58	2.02037004113e58	8.60259436043e59	-2.9
1.69710784938e55	1.19551764991e57	4.96009456671e57	-3.1
7.31996170463e59	1.33741402836e57	4.97101640248e59	-4.5
9.09276028854e58	1.96651967751e58	1.2386376818e59	-4.5
1.86104599021e59	1.1206242537e59	2.2124890151e59	-3.4
3.47425564778e59	2.64230922026e57	3.82871155373e59	-4.7
2.09801517603e56	1.3979019043e56	8.69866317581e57	-4.7
1.11405295266e58	3.16458783217e58	2.58161708289e58	-4
5.52648194834e57	1.58299825486e58	2.62311080675e58	-4.5
1.1620474725e60	4.51132715051e58	5.09976656955e59	-4.2
3.98191552613e58	1.10652206932e58	7.74706446279e58	-4.6
2.67058748746e57	6.71138895543e57	2.68828603857e58	-4.9
1.63074048154e59	1.30311023621e57	1.93206598561e59	-4.6
6.71927773312e55	1.9543698123e56	4.8376229633e57	-4.4
1.34523602959e60	2.80361363137e57	6.75816706332e59	-3.3
4.67973453298e58	1.51582059687e57	4.48510580815e58	-3.8
1.31749934977e59	3.27543917086e57	1.94108919805e59	-4.7
5.17121763098e57	3.18338931941e57	2.67549202253e58	-4.6
2.34105189747e59	1.49719946542e58	1.25586283777e59	-3.8
1.87707200841e59	3.65597983042e56	2.8269239316e59	-4.8
3.68138489365e58	8.41132341894e58	6.08644631572e59	-3
4.95167138262e56	3.66975680174e57	2.81495028083e58	-3
1.30887840228e56	5.81307613084e56	4.74961558791e57	-4
2.41770839392e59	6.79498018903e58	3.60786163082e59	-3.2
1.94261069836e59	2.8904257006e57	1.91932877518e59	-4.5
1.485592488e59	5.15370784425e57	2.83086054315e59	-4.9
1.8610115475e57	1.88873234246e57	1.51184861897e58	-4.4
2.49585643608e57	1.82619836207e58	2.72704188119e58	-3.2
1.71835713761e60	1.14863365793e58	5.39096568019e59	-3.9
1.05298309266e57	9.86331300641e55	1.53635292141e58	-4.7
1.90082935044e59	5.11509567708e57	1.91773937898e59	-4.5
3.49853190212e57	3.63511287125e56	2.70907877433e58	-4.8
3.46325949479e57	1.52629553818e57	2.70369264229e58	-4.8
2.22545334243e59	2.17141522827e58	2.21297299809e59	-3.3
2.55145747524e56	4.11812692749e56	8.65702626442e57	-4.6
1.53731192494e56	7.80573219309e57	5.13860274119e58	-2.9
5.27030555053e59	5.80224897383e56	2.79143607254e59	-4.2
1.05379346162e59	3.07666628146e58	7.63265745243e58	-3.8
1.37765359167e60	7.31754157574e58	6.54191683608e59	-3.4
5.08562543506e55	4.94622647296e57	2.91932198302e58	-2.9
7.78640170473e57	4.30182652183e58	2.64534890254e58	-3.6
1.19294315846e57	6.66609616061e57	1.51304897959e58	-4.6
1.54813783903e56	1.40965101628e57	4.71300250087e57	-3.8
1.64169250301e56	3.46524852666e57	8.66902635558e57	-4.8
8.55479855894e58	2.17297546194e56	1.25680304947e59	-4.6
1.87899523298e58	2.09430824853e58	4.55699243322e58	-4.5
3.14564771732e57	3.2745751976e57	1.48884281209e58	-3.5
2.94236885107e59	3.77104039035e56	3.84421341418e59	-4.8
1.24057388537e60	4.30043567389e57	4.15295180367e59	-3.8
3.25297196829e59	9.52114972208e56	2.78284269027e59	-4.5
5.82835023306e58	2.46353424738e56	1.27680632879e59	-4.8
5.79083975531e56	1.32726741247e58	8.40316559311e57	-3.7
1.32994582212e58	1.02570084388e57	4.65044026771e58	-4.7
8.17165543753e58	5.51568225327e58	7.52982506355e58	-4.1
5.87402059218e59	2.86701836273e58	3.82097431389e59	-4.4
1.24033789115e60	1.51554734191e57	4.0107232397e59	-3.9
5.20847167236e59	1.75098813783e57	3.80082681318e59	-4.5
5.31221022316e59	4.16566830782e56	3.79409618807e59	-4.5
2.38832206421e55	1.14794248487e57	4.89807021965e57	-4.9
6.19854869097e59	2.78806833434e57	5.16728275179e59	-3.2
4.01762463006e59	4.03121282948e58	3.42823247832e59	-3.3
2.32857560138e56	6.64544585356e58	4.50659963422e59	-2.9
1.2989150526e56	7.71780193575e56	4.74790981061e57	-4
3.38555136743e59	7.26661195741e56	4.98431040251e59	-4.9
2.6846308676e59	6.60103030537e57	3.85465611466e59	-4.8
3.23409394758e59	8.25444268896e57	3.84731398545e59	-4.7
2.70169690709e58	9.43934868658e56	7.87186470273e58	-4.8
1.83588649923e59	1.53580018736e56	2.82297849001e59	-4.8
4.04641728427e58	2.50351109343e58	4.49267613792e58	-3.8
6.05021183761e55	2.09829606653e56	4.8139857863e57	-3.3
2.03419592654e59	1.9652634075e58	1.91223016935e59	-4.4
3.94653827558e59	1.9918694394e57	1.92793983212e59	-4
1.70552387614e54	1.39959710236e56	5.19681974626e57	-2.9
1.31767462852e60	1.16239637906e58	6.77314400115e59	-3.3
1.20383107186e60	3.10032586573e58	5.30069810654e59	-4.1
5.49195929553e57	1.18679649931e58	4.82949441013e58	-3.1
2.63851082187e57	1.61565812626e57	1.49693983402e58	-4.2
9.66181899733e59	1.81476557345e58	4.74113568783e59	-3.4
1.079246448e59	2.61211275079e57	1.95401370935e59	-4.8
7.83005061561e55	1.33201986722e57	4.80056335293e57	-4.3
6.47180988052e57	3.19838267334e58	1.4803697469e59	-3
3.53609981902e59	5.12745272525e57	1.91410707926e59	-4.1
6.92671103509e55	4.598083932e57	8.84161610127e57	-3.1
2.06905170885e59	1.8376884728e58	1.23566377613e59	-4
1.92374861149e59	2.88492832416e57	1.91878169567e59	-4.5
3.55251464669e56	4.61723287536e57	8.52946311948e57	-4.4
3.35858520179e59	2.01610304688e58	5.48732609463e59	-3.1
1.51922936138e56	1.85983962053e57	4.71277254565e57	-3.8
2.44696847912e59	1.35576760456e57	1.26767989447e59	-3.7
6.99324956146e56	1.85823537868e57	8.40699838474e57	-4
7.39042176876e59	2.3879467971e58	3.09853958312e59	-3.6
2.20667919125e58	2.38508962953e56	7.92030668285e58	-4.9
1.04752529582e60	1.21248753492e58	3.97522096765e59	-4
4.07023906093e57	2.46329454571e57	1.47399619061e58	-3.8
1.10448978761e59	1.84717429376e58	1.2354358743e59	-4.4
6.94091705815e59	1.0780198124e59	3.04559612337e59	-3.7
2.15249490503e57	1.4564410125e58	1.47947454817e58	-4.2
3.75168746855e59	8.96906346185e57	5.04466734763e59	-4.8
2.80705423826e57	1.47594550603e58	2.71756783178e58	-3.2
1.42315160964e59	7.44590733526e57	1.23455928739e59	-4.3
1.0666993635e58	2.94258195643e58	2.6229382488e58	-3.6
3.48185420311e59	6.27158712996e56	3.82892358085e59	-4.7
4.60598841998e55	1.42023283263e58	8.94432581767e57	-3.2
2.40282859253e58	8.06594126312e57	5.93526446944e59	-2.9
6.83197986278e58	5.43850475951e57	1.25994076292e59	-4.7
4.77855279827e53	1.5867716804e57	9.55600742741e57	-2.9
1.44474802717e57	1.13958813509e57	1.509843996e58	-3.3
8.23386130999e58	1.51259182523e57	7.59393033358e58	-4.2
1.11213320449e59	2.78693730124e57	7.68195190523e58	-3.7
1.63908305376e57	1.24482817773e58	1.50910381466e58	-3.4
8.08050555344e56	2.28293479434e58	2.80015470874e58	-3.1
3.49757792526e59	1.61206619399e58	1.91396285564e59	-4.1
6.34243859319e59	6.93314115053e56	3.79136206845e59	-4.4
3.13333122998e57	2.83217911201e58	2.71394371199e58	-3.3
2.59939271588e59	1.39353972151e59	8.33713745586e59	-3.1
5.41409967334e59	9.44362980129e58	2.9813862186e59	-3.9
5.07927689224e54	1.13156006365e57	9.27251417321e57	-2.9
4.08997880746e59	3.71540735596e58	1.98929012924e59	-3.8
5.95010332523e57	1.63085333797e58	2.63955726496e58	-4.5
1.30651763074e59	4.78769562725e58	1.23495406454e59	-4.2
7.75168147788e56	3.14394760582e57	8.38497397523e57	-3.6
7.81490261195e59	1.55374364462e57	3.01219630675e59	-3.7
1.25949426647e58	3.36689605808e58	4.73360608127e58	-3.3
1.49598164107e59	1.04350561106e58	1.33587000763e59	-3.4
8.95152696817e56	2.64610587624e57	1.52743668522e58	-3.2
1.37615195665e56	6.70283161799e55	8.74634538206e57	-4.9
1.04509817652e59	2.02143222027e58	7.69454522799e58	-3.7
6.86331186918e56	1.11487714024e57	1.54376651212e58	-4.9
1.1913053566e60	6.11904660664e57	5.08444863816e59	-4.2
9.04201628063e57	6.13538744732e56	2.63374292037e58	-4.3
3.17329221648e58	7.17258073798e57	4.50175674492e58	-4.2
4.2630881908e57	1.43583922216e57	2.6923901588e58	-4.7
3.72615717096e59	6.30590919853e58	2.00156788476e59	-3.8
2.39076649478e58	1.13032761135e57	4.57171675841e58	-4.4
7.46647251296e56	5.72390804291e57	8.35502827348e57	-3.8
2.69531391124e59	1.88879287252e57	1.90651207039e59	-4.3
3.29100115449e58	2.8040420682e57	7.8129142959e58	-4.7
3.31571666201e58	3.74939031929e56	7.82482952587e58	-4.7
7.89203300263e56	1.66537289707e57	8.37941577289e57	-3.9
1.80211362367e57	1.57295546122e58	1.48191453387e58	-4.3
2.0407868983e59	6.90666898588e58	1.27724773093e59	-3.7
4.38884849759e56	1.68427407222e58	8.49439928417e57	-3.6
9.23821059444e58	2.1569194246e58	7.56509235876e58	-4
1.59512626763e59	5.46528388952e57	1.92846837177e59	-4.6
7.84917974997e54	3.8795140918e57	5.05405273842e57	-3.1
8.53793610587e56	7.86890698671e56	1.54120186088e58	-4.8
4.19960782531e59	3.30560985796e57	3.81771419723e59	-4.6
4.88260176897e53	9.93056467032e56	5.29670089407e57	-2.9
1.90466207173e57	1.43277453028e56	1.5162020718e58	-4.4
1.36241232301e58	1.47777966846e57	2.5927338544e58	-4
2.97092670458e57	1.50432684857e58	1.48788480365e58	-3.6
6.882271915e58	3.84250469323e57	7.95669299331e58	-3.4
1.05498285131e60	1.21851001092e57	3.97282825136e59	-4
7.05588872735e59	2.03074989977e57	3.8339947702e59	-4.3
1.15140220283e60	5.97664057468e58	5.10544222251e59	-4.2
3.28866975199e57	9.17640052425e57	2.70481484121e58	-3.2
1.32767060862e60	2.21748020847e57	4.23881240609e59	-3.7
7.63127878312e56	5.31635875138e58	1.56550384912e59	-3
3.13683635142e56	9.1544854281e55	8.63455287353e57	-4.5
2.61854818998e59	5.59694442894e58	5.59187732658e59	-3.1
2.26179349988e58	3.03327144633e58	4.47709137044e58	-4.3
3.38714875209e59	4.08702625279e56	4.98421118081e59	-4.9
1.49183624884e59	1.63260686351e57	2.83274355364e59	-4.9
1.2513369996e58	3.92541131132e56	2.60761127414e58	-4.1
4.6648244844e56	3.68282725982e56	8.46499929757e57	-3.4
2.02767002785e59	2.36520385894e58	8.21944218367e59	-3
4.55223057193e56	1.1396475849e58	8.50676572693e57	-3.5
5.57404106849e57	5.43315176517e57	2.66799453778e58	-3.3
7.2334654303e57	2.27465840486e57	2.46344844142e59	-2.9
1.57643595538e57	1.53846189901e56	1.52391782923e58	-4.5
4.50031611925e58	9.65833116648e56	4.4769271285e58	-3.9
1.77254616575e58	7.20072171496e57	8.3512759786e58	-3.1
6.30398982254e59	1.43269839427e57	4.93848128491e59	-4.6
3.00275994529e55	3.43360440103e56	4.90057814903e57	-4.8
1.6772787807e56	1.4786099203e57	8.70117719317e57	-4.8
1.03325004277e59	2.67831289933e58	7.69709968355e58	-3.7
2.7529178658e59	1.81104817019e57	2.79246124248e59	-4.6
1.21651380671e58	5.03802505945e57	2.62116786215e58	-3.5
6.42087793825e59	4.54262030819e56	4.92570502807e59	-4.6
9.27088326537e57	6.66201955749e58	4.78525552652e58	-3.4
1.09211983704e58	3.45514760174e56	4.68308598013e58	-4.8
4.05159652707e58	1.98264489243e57	7.77487714544e58	-4.6
4.07673096201e58	1.14506653411e58	1.4230880324e59	-3.1
2.68207150963e57	1.99723280015e57	1.49394783295e59	-2.9
3.37433926162e57	1.08080951331e57	1.48633055283e58	-3.5
6.27384774326e58	2.04543270413e58	7.99007125878e58	-3.4
3.31914456992e57	6.31965568789e57	2.68304212851e58	-4.8
3.23386023515e56	1.36651057649e58	8.96412172744e58	-2.9
2.43614722939e59	2.40587193431e57	1.26789400304e59	-3.7
2.10621469126e59	2.63428983876e58	1.29275719388e59	-3.6
6.01364801276e59	6.41294830958e57	5.17116389006e59	-3.2
5.08454540641e57	4.21537003399e57	2.6688879427e58	-4.6
3.86653772941e57	1.0095784414e57	2.69181676364e58	-3.2
2.0939227213e56	2.48332801333e56	8.69575523878e57	-4.7
5.91463638554e57	1.78062032495e57	2.66312663641e58	-3.3
7.07549874776e54	6.49086012962e57	9.20525087086e57	-3
1.92232820745e53	1.09256239813e57	9.63018032873e57	-2.9
6.59433080009e55	1.08727729055e57	4.82631097242e57	-4.4
3.65622572035e56	1.97808091492e57	8.55662160142e57	-4.4
4.32759696939e58	3.70374657807e57	1.41907167136e59	-3.1
8.68277932787e59	5.26964328886e57	4.99293688098e59	-4.4
1.73044877451e56	2.57905085037e57	8.65647241121e57	-3.2
5.69244286808e55	4.75229997011e56	4.82181233173e57	-3.3
9.67942176785e58	3.44667010764e58	7.71223367326e58	-3.7
2.72589395695e58	4.18580556299e57	4.61857669557e58	-3.4
7.50686350772e55	1.24864680098e58	5.19157284368e58	-2.9
9.84209570621e57	9.72232957074e57	2.60428890443e58	-4.2
1.60135476337e59	1.29852245877e57	1.92974576926e59	-4.6
8.12337247019e58	2.34792554848e58	7.55519105944e58	-4.1
9.15939947672e57	5.74003146328e58	6.2074925686e59	-2.9
4.95436168348e56	5.18843467192e57	8.45148688952e57	-4.2
1.59659508094e58	4.03838897807e57	4.61058366571e58	-4.6
6.11910144726e57	5.23996498949e57	2.65256338276e58	-4.5
2.58016096526e55	3.20388077146e56	1.63794338127e58	-2.9
5.57543438437e55	1.18652456758e56	4.8604827838e57	-4.5
6.97468985501e58	2.88711010491e57	7.62790810593e58	-4.3
9.84570632786e58	4.5450861868e58	7.586013068e58	-3.9
7.87100752433e58	8.55483077916e58	2.35335308696e59	-3.2
3.4534866917e58	1.78064405883e57	8.18819440751e58	-3.2
1.92022842768e60	3.01284456803e57	5.71317557071e59	-3.7
1.21907684169e58	3.88270474929e56	2.60444108991e58	-4.1
1.0601257729e59	2.73464588525e56	1.25149855032e59	-4.5
2.38283263583e57	2.30324202835e58	1.47508767244e58	-4.1
6.2208874805e58	4.69572086786e58	2.37840273877e59	-3.1
2.13017328877e59	4.19265221109e58	1.92234934406e59	-4.3
2.07559352446e59	1.78263825775e58	8.18010055621e59	-3
4.58440686996e58	1.63003469296e58	8.09778787762e58	-3.3
3.24647400868e59	4.05877965231e57	5.00322504643e59	-4.9
1.60031560296e59	3.07735405781e57	1.92932595667e59	-4.6
1.37563521273e56	8.93634716276e55	8.74582294644e57	-4.9
4.08722369622e59	1.60836258087e58	4.9825611168e59	-4.8
1.3002768844e56	1.54335175765e58	9.07427611698e58	-2.9
1.67313097119e58	7.0011177428e58	4.00304396667e59	-3
7.78812278476e59	1.09410596661e57	2.87154094735e59	-3.9
7.03205374144e58	7.30993833688e56	1.26523725503e59	-4.7
1.78714221344e58	6.8299489274e58	8.99717309239e59	-2.9
1.20865862574e56	4.6233477114e57	4.71152663479e57	-3.9
2.24343818768e57	1.31790677903e57	1.50535281211e58	-4.3
3.25894357039e58	4.0818150531e56	4.51138546758e58	-4.2
1.44927231799e59	3.84936828862e57	2.82687221793e59	-4.9
1.98779722903e56	5.02783981864e56	8.62172258396e57	-3.2
3.25358464409e59	1.770787352e57	1.90337734181e59	-4.2
1.18778000063e60	1.08589614927e58	5.08647196879e59	-4.2
1.31848481783e59	2.45713054342e57	1.94142004598e59	-4.7
1.46807093169e56	2.73433630368e57	4.71454086052e57	-3.7
3.0337297848e57	1.46923591547e57	1.4880180473e58	-4.1
4.8784059482e58	9.55692814455e57	8.07971488271e58	-3.3
6.82167423459e58	1.1145324839e59	1.38508785793e59	-3.4
1.05648129267e59	5.6780229724e57	7.76138094338e58	-3.6
1.02855012861e59	7.45091153294e57	7.7669998593e58	-3.6
1.11572066772e60	2.89106249196e58	4.5721854356e59	-3.5
7.13791820736e59	3.13052748084e58	4.98304422448e59	-4.5
3.17876583035e58	9.56157886983e57	4.50059606708e58	-4.2
5.73496262328e58	1.29197716686e58	7.64763757423e58	-4.4
9.24354508468e56	8.49559332052e56	1.52597624185e58	-3.2
2.19254589958e58	1.00390236986e57	7.90944562024e58	-4.9
3.84972219028e59	2.6199185066e58	1.92867296566e59	-4
1.83451988434e59	2.04661206584e57	2.82222203481e59	-4.8
2.32350184579e59	7.14264279252e57	1.24278152193e59	-3.9
1.0193327347e60	4.49429411338e58	4.13169946173e59	-3.9
6.91862387965e56	1.9904644989e56	1.54623823806e58	-4.9
2.70442973852e58	1.25940606976e56	7.87436948742e58	-4.8
3.27503750994e59	9.97315962579e56	1.90294362606e59	-4.2
4.28019287113e57	1.43891578759e56	2.69487391459e58	-4.7
4.27650128962e58	6.19437327746e57	4.53853752647e58	-3.6
2.01169859857e56	2.43093641642e57	8.64078962116e57	-4.7
1.03381427636e59	2.62148413485e58	7.58441921069e58	-3.9
2.68934578376e59	5.96308103869e57	1.90595680132e59	-4.3
3.54482730969e55	1.76527003917e57	4.85608792337e57	-4.7
6.67681912263e56	3.47825061015e57	1.53601657193e58	-4.9
3.86002450427e59	3.75149952271e57	2.77761695579e59	-4.4
2.28753914051e59	8.14680433394e56	2.80858342188e59	-4.7
7.68853120601e59	9.96617151812e58	7.40350179449e59	-3.2
9.64105744075e55	1.66591023195e56	4.793836386e57	-4.2
1.70112221817e56	2.64967576114e56	8.72308789986e57	-4.8
6.48959648973e59	9.16454261417e57	7.61116961181e59	-3.1
4.27890095445e59	4.30441852136e57	1.9492906254e59	-3.9
4.47882280508e58	2.28486972112e57	4.47667486452e58	-3.9
1.70281953281e59	4.25096095277e57	2.26677685508e59	-3.2
2.25704998892e59	2.31833841139e58	2.80978823798e59	-4.6
3.42782503389e57	2.70210901329e57	2.69839425304e58	-4.8
6.15631430812e59	5.39624341215e57	2.80403163387e59	-4.1
9.19892524527e58	5.95599704937e58	7.72610019009e58	-3.7
6.10710801589e58	6.52586512329e58	7.98389308806e58	-3.5
7.80039072302e58	7.19813959846e58	7.76999391915e58	-3.7
5.17292800318e55	1.12120180922e58	8.92285661108e57	-3.2
1.02890216753e59	3.61863541433e57	1.24780447958e59	-4.5
1.1631687255e60	1.12060866557e57	4.05398154333e59	-3.9
7.14985977503e56	2.50830593745e56	8.41502201926e57	-4
1.72531801156e57	6.44043211571e57	2.74586391219e58	-3.1
1.32052121678e59	7.77617177523e56	1.94201891441e59	-4.7
2.21231746529e59	3.41342171889e57	2.80507764881e59	-4.7
1.01263319323e59	3.19751584254e58	1.23368203649e59	-4.4
1.28487201535e57	3.88967935036e56	1.52907748622e58	-4.6
3.75850910672e56	2.67760076712e56	8.58508964977e57	-4.4
7.84646256684e58	4.9169064371e57	1.38813147933e59	-3.2
1.66760014258e59	6.93078288597e57	1.23177461041e59	-4.2
2.82244982318e59	6.02934024686e56	1.904766573e59	-4.3
2.0151663987e56	1.41455591241e58	1.58321850626e58	-3.1
1.33259683084e56	1.39272656433e56	4.75440896037e57	-4
8.48478038969e56	1.85982166822e57	1.53917215192e58	-4.8
1.04305752264e60	2.85746962967e57	7.13386985565e59	-3.2
3.48637722153e59	1.57650862087e58	5.1022257943e59	-4.8
4.96521413198e57	1.20159979412e58	2.67741782194e58	-3.3
1.04948874143e60	6.88213103807e57	7.14527167709e59	-3.2
1.27295483755e56	1.26139535211e57	1.59436741683e58	-3
3.64867411253e56	2.6343963165e57	8.55423150713e57	-4.4
1.34087794305e60	4.19839003702e58	5.17468852102e59	-4.1
